name,category,price,rating,review_count,name_length,page_text_length,high_interest,product_url
Hemnes Glass Door Cabinet With 3 Drawers White Stain Light Brown,cabinets,299.0,4.2,928,11,2596,1,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-white-stain-light-brown-50413507/
Hemnes Glass Door Cabinet With 3 Drawers Gray Green Light Brown Stained,cabinets,299.0,4.2,928,12,2524,1,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-gray-green-light-brown-stained-00596161/
Hemnes Glass Door Cabinet With 3 Drawers White Stain,cabinets,299.0,4.2,928,9,2600,1,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-white-stain-50371772/
Hemnes Glass Door Cabinet With 3 Drawers Black Brown Light Brown,cabinets,299.0,4.2,928,11,2614,1,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-black-brown-light-brown-50452297/
Hemnes Glass Door Cabinet With 3 Drawers Black Brown,cabinets,299.0,4.2,928,9,2563,1,https://www.ikea.com/us/en/p/hemnes-glass-door-cabinet-with-3-drawers-black-brown-70371771/
Baggebo Glass Door Cabinet Metal White,cabinets,64.99,4.6,850,6,1892,1,https://www.ikea.com/us/en/p/baggebo-glass-door-cabinet-metal-white-80502998/
Vihals Sideboard White,cabinets,199.0,4.3,374,3,2555,1,https://www.ikea.com/us/en/p/vihals-sideboard-white-90491720/
Vihals Sideboard Dark Gray,cabinets,149.0,4.3,374,4,2401,1,https://www.ikea.com/us/en/p/vihals-sideboard-dark-gray-90542927/
Fryksas Cabinet Rattan,cabinets,399.0,4.3,90,3,2223,0,https://www.ikea.com/us/en/p/fryksas-cabinet-rattan-40574096/
Lommarp Cabinet Light Beige,cabinets,449.0,4.6,350,4,2105,1,https://www.ikea.com/us/en/p/lommarp-cabinet-light-beige-70483028/
Lommarp Cabinet Dark Blue Green,cabinets,449.0,4.6,350,5,2137,1,https://www.ikea.com/us/en/p/lommarp-cabinet-dark-blue-green-90483027/
Hauga High Cabinet With 2 Doors White,cabinets,199.0,4.7,793,7,2152,1,https://www.ikea.com/us/en/p/hauga-high-cabinet-with-2-doors-white-20415046/
Hauga High Cabinet With 2 Doors Gray,cabinets,199.0,4.7,793,7,2152,1,https://www.ikea.com/us/en/p/hauga-high-cabinet-with-2-doors-gray-60415054/
Billy Oxberg Bookcase With Doors White S09571236,cabinets,109.0,4.5,484,7,1020,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-doors-white-s09571236/
Billy Oxberg Bookcase With Doors Brown Walnut Effect S39483276,cabinets,129.0,4.5,484,9,1439,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-doors-brown-walnut-effect-s39483276/
Billy Oxberg Bookcase With Doors Black Oak Effect S19483277,cabinets,129.0,4.5,484,9,1429,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-doors-black-oak-effect-s19483277/
Billy Oxberg Bookcase With Doors Oak Effect S59483275,cabinets,129.0,4.5,484,8,1427,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-doors-oak-effect-s59483275/
Billy Oxberg Bookcase With Doors Dark Brown Oak Effect S99483278,cabinets,129.0,4.5,484,10,1431,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-doors-dark-brown-oak-effect-s99483278/
Sagmaestare Cabinet Light Gray Blue,cabinets,129.0,4.5,85,5,1280,0,https://www.ikea.com/us/en/p/sagmaestare-cabinet-light-gray-blue-90555364/
Kallax Shelf Unit White,cabinets,79.99,4.7,10532,4,1827,1,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-80275887/
Kallax Shelf Unit Black Brown,cabinets,79.99,4.7,10531,5,1847,1,https://www.ikea.com/us/en/p/kallax-shelf-unit-black-brown-20275885/
Kallax Shelf Unit White Stained Oak Effect,cabinets,79.99,4.7,10531,7,1831,1,https://www.ikea.com/us/en/p/kallax-shelf-unit-white-stained-oak-effect-00324518/
Lommarp Cabinet With Glass Doors Black,cabinets,499.0,4.7,401,6,1956,1,https://www.ikea.com/us/en/p/lommarp-cabinet-with-glass-doors-black-90508527/
Lommarp Cabinet With Glass Doors Dark Blue Green,cabinets,499.0,4.7,401,8,2036,1,https://www.ikea.com/us/en/p/lommarp-cabinet-with-glass-doors-dark-blue-green-40383737/
Lommarp Cabinet With Glass Doors Light Beige,cabinets,499.0,4.7,401,7,2037,1,https://www.ikea.com/us/en/p/lommarp-cabinet-with-glass-doors-light-beige-80436994/
Hemnes Storage Combination W Doors Drawers Gray Green Light Brown Stained S39591068,cabinets,927.0,3.8,45,12,2568,0,https://www.ikea.com/us/en/p/hemnes-storage-combination-w-doors-drawers-gray-green-light-brown-stained-s39591068/
Hemnes Storage Combination W Doors Drawers White Stain Light Brown S09384051,cabinets,827.0,3.8,45,11,2622,0,https://www.ikea.com/us/en/p/hemnes-storage-combination-w-doors-drawers-white-stain-light-brown-s09384051/
Hemnes Storage Combination W Doors Drawers White Stain S19233759,cabinets,787.0,3.8,45,9,2610,0,https://www.ikea.com/us/en/p/hemnes-storage-combination-w-doors-drawers-white-stain-s19233759/
Hemnes Storage Combination W Doors Drawers Black Brown Light Brown S49336567,cabinets,827.0,3.8,45,11,2622,0,https://www.ikea.com/us/en/p/hemnes-storage-combination-w-doors-drawers-black-brown-light-brown-s49336567/
Hemnes Storage Combination W Doors Drawers Black Brown S79233756,cabinets,827.0,3.8,45,9,2636,0,https://www.ikea.com/us/en/p/hemnes-storage-combination-w-doors-drawers-black-brown-s79233756/
Baggebo Cabinet With Door White,cabinets,34.99,4.4,683,5,1505,1,https://www.ikea.com/us/en/p/baggebo-cabinet-with-door-white-60481204/
Havsta Storage Combination With Doors White S59534755,cabinets,570.0,4.5,21,7,1522,0,https://www.ikea.com/us/en/p/havsta-storage-combination-with-doors-white-s59534755/
Havsta Storage Combination With Doors Gray Beige S09534753,cabinets,570.0,4.5,21,8,1522,0,https://www.ikea.com/us/en/p/havsta-storage-combination-with-doors-gray-beige-s09534753/
Havsta Storage Combination With Doors Black S29534752,cabinets,570.0,4.5,21,7,1522,0,https://www.ikea.com/us/en/p/havsta-storage-combination-with-doors-black-s29534752/
Billy Oxberg Bookcase With Glass Door White Glass S19581555,cabinets,99.0,4.7,267,9,1200,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s19581555/
Billy Oxberg Bookcase With Glass Door Brown Walnut Effect Clear Glass S09581829,cabinets,114.0,4.7,267,12,1126,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-glass-door-brown-walnut-effect-clear-glass-s09581829/
Billy Oxberg Bookcase With Glass Door Oak Effect Clear Glass S69581831,cabinets,114.0,4.7,267,11,1123,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-glass-door-oak-effect-clear-glass-s69581831/
Billy Oxberg Bookcase With Glass Door Dark Brown Oak Effect Clear Glass S29581828,cabinets,114.0,4.7,267,13,1143,1,https://www.ikea.com/us/en/p/billy-oxberg-bookcase-with-glass-door-dark-brown-oak-effect-clear-glass-s29581828/
Naemmaroe Reclining Chair Outdoor Foldable Light Brown Stained,outdoor,85.0,4.6,548,8,2636,1,https://www.ikea.com/us/en/p/naemmaroe-reclining-chair-outdoor-foldable-light-brown-stained-50510301/
Naemmaroe 4 Seat Lounge Set Light Brown Stained Kuddarna Light Grey Beige S89575400,outdoor,690.0,3.9,7,13,829,0,https://www.ikea.com/us/en/p/naemmaroe-4-seat-lounge-set-light-brown-stained-kuddarna-light-grey-beige-s89575400/
Naemmaroe 4 Seat Lounge Set Light Brown Stained Froesoen Duvholmen Beige S19584276,outdoor,890.0,3.9,7,12,886,0,https://www.ikea.com/us/en/p/naemmaroe-4-seat-lounge-set-light-brown-stained-froesoen-duvholmen-beige-s19584276/
Naemmaroe 4 Seat Conversation Set Outdoor Light Brown Stained S89579304,outdoor,490.0,3.9,7,10,718,0,https://www.ikea.com/us/en/p/naemmaroe-4-seat-conversation-set-outdoor-light-brown-stained-s89579304/
Naemmaroe Stool Outdoor Foldable Light Brown Stained,outdoor,40.0,4.8,676,7,2245,1,https://www.ikea.com/us/en/p/naemmaroe-stool-outdoor-foldable-light-brown-stained-70510300/
Naemmaroe Table 6 Armchairs Outdoor Light Brown Stained S79544386,outdoor,699.99,3.7,6,9,1247,0,https://www.ikea.com/us/en/p/naemmaroe-table-6-armchairs-outdoor-light-brown-stained-s79544386/
Naemmaroe Table 6 Reclining Chairs Outdoor Light Brown Stained Froesoen Duvholmen Beige S59534637,outdoor,1119.99,3.7,6,13,1471,0,https://www.ikea.com/us/en/p/naemmaroe-table-6-reclining-chairs-outdoor-light-brown-stained-froesoen-duvholmen-beige-s59534637/
Naemmaroe Table 6 Reclining Chairs Outdoor Light Brown Stained Kuddarna Light Grey Beige S19576083,outdoor,969.99,3.7,6,14,1141,0,https://www.ikea.com/us/en/p/naemmaroe-table-6-reclining-chairs-outdoor-light-brown-stained-kuddarna-light-grey-beige-s19576083/
Naemmaroe Table 6 Armchairs Outdoor Light Brown Stained Kuddarna Light Grey Beige S69576085,outdoor,789.99,3.7,6,13,1126,0,https://www.ikea.com/us/en/p/naemmaroe-table-6-armchairs-outdoor-light-brown-stained-kuddarna-light-grey-beige-s69576085/
Naemmaroe Vaesman Table 6 Armchairs Outdoor Light Brown Stained Brown S09544747,outdoor,759.99,3.7,6,11,1104,0,https://www.ikea.com/us/en/p/naemmaroe-vaesman-table-6-armchairs-outdoor-light-brown-stained-brown-s09544747/
Naemmaroe Table 6 Reclining Chairs Outdoor Light Brown Stained S99579313,outdoor,759.99,3.7,6,10,875,0,https://www.ikea.com/us/en/p/naemmaroe-table-6-reclining-chairs-outdoor-light-brown-stained-s99579313/
Naemmaroe Corner Sofa 4 Seat Outdoor Light Brown Stained Froesoen Duvholmen Beige S69611159,outdoor,1530.0,3.8,6,13,1326,0,https://www.ikea.com/us/en/p/naemmaroe-corner-sofa-4-seat-outdoor-light-brown-stained-froesoen-duvholmen-beige-s69611159/
Naemmaroe Corner Sofa 4 Seat Outdoor Light Brown Stained S59607596,outdoor,1020.0,3.8,6,10,1117,0,https://www.ikea.com/us/en/p/naemmaroe-corner-sofa-4-seat-outdoor-light-brown-stained-s59607596/
Naemmaroe Armchair Outdoor Light Brown Stained,outdoor,75.0,4.6,200,6,2122,1,https://www.ikea.com/us/en/p/naemmaroe-armchair-outdoor-light-brown-stained-90511105/
Naemmaroe Lounge Chair Outdoor Light Brown Stained Froesoen Duvholmen Beige S89609023,outdoor,210.0,4.8,32,11,861,0,https://www.ikea.com/us/en/p/naemmaroe-lounge-chair-outdoor-light-brown-stained-froesoen-duvholmen-beige-s89609023/
Naemmaroe Lounge Chair Outdoor Light Brown Stained Kuddarna Light Grey Beige S69575420,outdoor,160.0,4.8,32,12,811,0,https://www.ikea.com/us/en/p/naemmaroe-lounge-chair-outdoor-light-brown-stained-kuddarna-light-grey-beige-s69575420/
Naemmaroe Seat Sec For Modular Sofa Outdoor Light Brown Stained,outdoor,70.0,4.8,225,10,1885,1,https://www.ikea.com/us/en/p/naemmaroe-seat-sec-for-modular-sofa-outdoor-light-brown-stained-10510299/
Revskaer 3 Seat Conversation Set Anthracite Outdoor,outdoor,380.0,4.7,61,7,1517,0,https://www.ikea.com/us/en/p/revskaer-3-seat-conversation-set-anthracite-outdoor-50565505/
Skarpoe Armchair Outdoor Beige,outdoor,119.99,4.7,1034,4,1564,1,https://www.ikea.com/us/en/p/skarpoe-armchair-outdoor-beige-50575811/
Skarpoe Armchair Outdoor White,outdoor,119.99,4.7,1034,4,1586,1,https://www.ikea.com/us/en/p/skarpoe-armchair-outdoor-white-70234185/
Naemmaroe Storage Box Light Brown Stained Indoor Outdoor,outdoor,125.0,4.6,268,8,1950,1,https://www.ikea.com/us/en/p/naemmaroe-storage-box-light-brown-stained-indoor-outdoor-40532742/
Naemmaroe Bench With Backrest Outdoor Light Brown Stained,outdoor,145.0,4.6,226,8,2135,1,https://www.ikea.com/us/en/p/naemmaroe-bench-with-backrest-outdoor-light-brown-stained-30510302/
Naemmaroe Chaise Outdoor Light Brown Stained,outdoor,199.99,4.5,144,6,2144,0,https://www.ikea.com/us/en/p/naemmaroe-chaise-outdoor-light-brown-stained-30503354/
Naemmaroe Chaise Outdoor Light Brown Stained Froesoen Duvholmen Beige S29534889,outdoor,324.99,4.5,156,10,1835,0,https://www.ikea.com/us/en/p/naemmaroe-chaise-outdoor-light-brown-stained-froesoen-duvholmen-beige-s29534889/
Naemmaroe Chaise Outdoor Light Brown Stained Kuddarna Light Grey Beige S49576029,outdoor,249.99,4.5,156,11,1353,0,https://www.ikea.com/us/en/p/naemmaroe-chaise-outdoor-light-brown-stained-kuddarna-light-grey-beige-s49576029/
Tanebro Side Table Indoor Outdoor Pale Yellow,outdoor,29.99,4.7,140,7,1180,0,https://www.ikea.com/us/en/p/tanebro-side-table-indoor-outdoor-pale-yellow-70605162/
Tanebro Side Table Indoor Outdoor Anthracite,outdoor,29.99,4.7,140,6,1191,0,https://www.ikea.com/us/en/p/tanebro-side-table-indoor-outdoor-anthracite-60578970/
Tanebro Side Table Indoor Outdoor Light Grey Beige,outdoor,29.99,4.7,140,8,1194,0,https://www.ikea.com/us/en/p/tanebro-side-table-indoor-outdoor-light-grey-beige-60554988/
Naemmaroe Chair Outdoor Foldable Light Brown Stained,outdoor,50.0,4.5,203,7,2642,1,https://www.ikea.com/us/en/p/naemmaroe-chair-outdoor-foldable-light-brown-stained-50503353/
Helgeoe Decorating Rod For Table Black Adjustable Outdoor Indoor,outdoor,49.99,4.6,196,9,1323,1,https://www.ikea.com/us/en/p/helgeoe-decorating-rod-for-table-black-adjustable-outdoor-indoor-50562050/
Naemmaroe 3 Seat Sofa With Footstool Light Brown Stained Kuddarna Light Grey Beige S29576025,outdoor,650.0,5.0,8,14,767,0,https://www.ikea.com/us/en/p/naemmaroe-3-seat-sofa-with-footstool-light-brown-stained-kuddarna-light-grey-beige-s29576025/
Naemmaroe 3 Seat Sofa With Footstool Light Brown Stained Froesoen Duvholmen Beige S99610441,outdoor,865.0,5.0,8,13,952,0,https://www.ikea.com/us/en/p/naemmaroe-3-seat-sofa-with-footstool-light-brown-stained-froesoen-duvholmen-beige-s99610441/
Naemmaroe 3 Seat Sofa With Footstool Light Brown Stained S39579311,outdoor,430.0,5.0,8,10,653,0,https://www.ikea.com/us/en/p/naemmaroe-3-seat-sofa-with-footstool-light-brown-stained-s39579311/
Naemmaroe Bench Outdoor Light Brown Stained,outdoor,100.0,4.7,247,6,2128,1,https://www.ikea.com/us/en/p/naemmaroe-bench-outdoor-light-brown-stained-60510310/
Naemmaroe Table 2 Chairs And Bench Outdoor Light Brown Stained S39544374,outdoor,449.99,4.4,63,11,1423,0,https://www.ikea.com/us/en/p/naemmaroe-table-2-chairs-and-bench-outdoor-light-brown-stained-s39544374/
Naemmaroe Table And 4 Armchairs Outdoor Light Brown Stained S59544405,outdoor,499.99,4.4,63,10,1391,0,https://www.ikea.com/us/en/p/naemmaroe-table-and-4-armchairs-outdoor-light-brown-stained-s59544405/
Naemmaroe Table 2 Chairs And Bench Outdoor Light Brown Stained Kuddarna Light Grey Beige S09576069,outdoor,509.99,4.4,63,15,1373,0,https://www.ikea.com/us/en/p/naemmaroe-table-2-chairs-and-bench-outdoor-light-brown-stained-kuddarna-light-grey-beige-s09576069/
Naemmaroe Table And 4 Armchairs Outdoor Light Brown Stained Kuddarna Light Grey Beige S19576078,outdoor,559.99,4.4,63,14,1280,0,https://www.ikea.com/us/en/p/naemmaroe-table-and-4-armchairs-outdoor-light-brown-stained-kuddarna-light-grey-beige-s19576078/
Naemmaroe Table 2 Chairs And Bench Outdoor Light Brown Stained Froesoen Duvholmen Beige S99505398,outdoor,519.99,4.4,63,14,1901,0,https://www.ikea.com/us/en/p/naemmaroe-table-2-chairs-and-bench-outdoor-light-brown-stained-froesoen-duvholmen-beige-s99505398/
Naemmaroe Table And 4 Folding Chairs Outdoor Light Brown Stained S19544723,outdoor,399.99,4.4,63,11,1394,0,https://www.ikea.com/us/en/p/naemmaroe-table-and-4-folding-chairs-outdoor-light-brown-stained-s19544723/
Naemmaroe Vaesman Table And 4 Armchairs Outdoor Light Brown Stained Brown S49544745,outdoor,539.99,4.4,63,12,1257,0,https://www.ikea.com/us/en/p/naemmaroe-vaesman-table-and-4-armchairs-outdoor-light-brown-stained-brown-s49544745/
Naemmaroe Lounge Chair Outdoor Light Brown Stained,outdoor,110.0,4.8,100,7,1781,0,https://www.ikea.com/us/en/p/naemmaroe-lounge-chair-outdoor-light-brown-stained-40510306/
Askholmen Table For Wall Outdoor Folding Dark Brown,outdoor,29.99,4.8,99,8,1566,0,https://www.ikea.com/us/en/p/askholmen-table-for-wall-outdoor-folding-dark-brown-70557496/
Jolpen Loveseat Outdoor White Gray,outdoor,79.99,4.5,159,5,943,0,https://www.ikea.com/us/en/p/jolpen-loveseat-outdoor-white-gray-60515483/
Vaesman Ensholm Table 6 Chairs Outdoor Extendable Light Brown Stained Green S69581732,outdoor,619.99,5.0,8,12,818,0,https://www.ikea.com/us/en/p/vaesman-ensholm-table-6-chairs-outdoor-extendable-light-brown-stained-green-s69581732/
Vaesman Tallskaer Table 6 Armchairs Outdoor Extendable Light Brown Stained Anthracite Kuddarna Light Gray Beige S19584484,outdoor,1189.99,5.0,8,16,866,0,https://www.ikea.com/us/en/p/vaesman-tallskaer-table-6-armchairs-outdoor-extendable-light-brown-stained-anthracite-kuddarna-light-gray-beige-s19584484/
Vaesman Vaesman Table 6 Armchairs Outdoor Extendable Light Brown Stained Black S89582679,outdoor,799.99,5.0,8,12,806,0,https://www.ikea.com/us/en/p/vaesman-vaesman-table-6-armchairs-outdoor-extendable-light-brown-stained-black-s89582679/
Vaesman Vaesman Table 6 Armchairs Outdoor Extendable Light Brown Stained Brown S99581641,outdoor,799.99,5.0,8,12,806,0,https://www.ikea.com/us/en/p/vaesman-vaesman-table-6-armchairs-outdoor-extendable-light-brown-stained-brown-s99581641/
Vaesman Tallskaer Table 6 Armchairs Outdoor Extendable Light Brown Stained Anthracite S49582676,outdoor,1099.99,5.0,8,12,813,0,https://www.ikea.com/us/en/p/vaesman-tallskaer-table-6-armchairs-outdoor-extendable-light-brown-stained-anthracite-s49582676/
Mabaersskaer Coffee Table Outdoor Indoor White,outdoor,49.99,4.7,23,6,871,0,https://www.ikea.com/us/en/p/mabaersskaer-coffee-table-outdoor-indoor-white-30597164/
